paragrafnummer,token,msd,lemma,lex,sense,complemgram,compwf,sentimentclass,ref,dephead,deprel
55,förkyld,PC.PRF.UTR.SIN.IND.NOM,|förkyld|,|förkyld..av.1|,|förkyld..1:-1.000|,|föra..vb.1+kyla..vb.1:1.402e-19|för..nn.1+kyla..vb.1:1.076e-23|,|för+kyld|,,10,08,SP
55,.,MAD,|,|,|,|,|,,11,02,IP
56,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,01,02,SS
56,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0,02,0,ROOT
56,besviken,JJ.POS.UTR.SIN.IND.NOM,|besviken|,|besviken..av.1|,|besviken..1:-1.000|,|,|,-1,03,02,SP
56,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,04,02,AA
56,kvaliteten,NN.UTR.SIN.DEF.NOM,|kvalitet|,|kvalitet..nn.1|,|kvalitet..1:-1.000|,|,|,1,05,04,HD
56,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,06,02,RA
56,de,DT.UTR+NEU.PLU.DEF,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,07,09,DT
56,nya,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|ny|,|ny..av.1|,|ny..1:-1.000|,|,|,0,08,09,AT
56,hörlurarna,NN.UTR.PLU.DEF.NOM,|hörlur|,|hörlur..nn.1|,|hörlur..1:-1.000|,|höra..vb.1+lur..nn.1:4.185e-12|,|hör+lurarna|,,09,06,PA
56,.,MAD,|,|,|,|,|,,10,02,IP
57,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,01,02,SS
57,känns,VB.PRS.SFO,|känna|kännas|,|känna..vb.1|känna..vb.2|kännas..vb.1|,|kännas..1:0.539|känna..1:0.247|känna..2:0.124|känna..4:0.074|känna..3:0.016|,|,|,0,02,0,ROOT
57,som,KN,|,|,|,|,|,,03,02,KA
57,att,SN,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,04,03,UA
57,ingenting,PN.NEU.SIN.IND.SUB+OBJ,|ingenting|,|ingenting..pn.1|,|ingenting..1:-1.000|,|,|,,05,06,SS
57,går,VB.PRS.AKT,|gå|,|gå..vb.1|,|gå..7:0.328|gå..1:0.181|gå..2:0.140|gå..6:0.107|gå..11:0.053|gå..4:0.051|gå..8:0.043|gå..5:0.031|gå..10:0.028|gå..3:0.021|gå..9:0.018|,|,|,1,06,04,UA
57,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,07,08,DT
57,väg,NN.UTR.SIN.IND.NOM,|väg|,|väg..nn.1|,|väg..2:0.682|väg..1:0.318|,|,|,0,08,06,OO
57,idag,AB,|idag|,|idag..ab.1|,|i_dag..1:-1.000|i_dag..2:-1.000|,|,|,,09,08,ET
57,.,MAD,|,|,|,|,|,,10,02,IP
58,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS
58,saknar,VB.PRS.AKT,|sakna|,|sakna..vb.1|sakna..vb.2|,|sakna..1:0.763|sakna..2:0.237|,|,|,-1,2,0,ROOT
58,solen,NN.UTR.SIN.DEF.NOM,|sol|,|sol..nn.1|sol..nn.2|,|solen..1:0.700|sol..1:0.189|sol..3:0.102|sol..2:0.009|,|so..nn.1+l..nn.1:2.995e-19|,|so+len|,0,3,2,OO
58,under,PP,|under|,|under..pp.1|,|under..1:-1.000|under..2:-1.000|,|,|,,4,2,TA
58,de,DT.UTR+NEU.PLU.DEF,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,5,7,DT
58,mörka,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|mörk|,|mörk..av.1|,|mörk..1:0.941|mörk..3:0.059|,|,|,0,6,7,AT
58,vintermånaderna,NN.UTR.PLU.DEF.NOM,|vintermånad|,|vintermånad..nn.1|,|vintermånad..1:-1.000|,|vinter..nn.1+månad..nn.1:1.580e-10|,|vinter+månaderna|,,7,4,PA
58,.,MAD,|,|,|,|,|,,8,2,IP
59,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS
59,brände,VB.PRT.AKT,|bränna|,|bränna..vb.1|,|bränna..1:0.976|bränna..2:0.024|,|,|,,2,0,ROOT
59,maten,NN.UTR.SIN.DEF.NOM,|mat|,|mat..nn.1|,|mat..1:-1.000|,|,|,0,3,2,OO
59,när,HA,|när|,|när..ab.1|,|när..1:0.619|nära..1:0.381|,|,|,,4,6,TA
59,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,5,6,SS
59,blev,VB.PRT.AKT,|bli|,|bli..vb.1|,|bli..1:0.860|bli..2:0.140|,|,|,0,6,2,TA
59,distraherad,PC.PRF.UTR.SIN.IND.NOM,|distrahera|distraherad|,|distrahera..vb.1|distraherad..av.1|,|distrahera..1:0.713|distraherad..1:0.287|,|,|,,7,6,SP
59,.,MAD,|,|,|,|,|,,8,2,IP
60,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS
60,råkade,VB.PRT.AKT,|råka|,|råka..vb.1|,|råka..2:0.790|råka..1:0.210|,|,|,0,2,0,ROOT
60,tappa,VB.INF.AKT,|tappa|,|tappa..vb.1|,|tappa..1:0.638|tappa..3:0.339|tappa..2:0.024|,|,|,-1,3,2,VG
60,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,4,6,DT
60,telefon,NN.UTR.SIN.IND.NOM,|telefon|,|telefon..nn.1|,|telefon..1:-1.000|,|tele..sxc.1+fon..nn.1:6.604e-14|te..nn.1+le..vb.1+fon..nn.1:1.521e-21|te..nn.1+le..av.1+fon..nn.1:1.436e-28|,|tele+fon|te+le+fon|,0,5,6,CJ
60,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,6,3,SS
60,skärmen,NN.UTR.SIN.DEF.NOM,|skärm|,|skärm..nn.1|,|skärm..2:0.943|skärm..1:0.057|,|skär..nn.1+men..nn.2:2.786e-12|skär..nn.1+m..nn.1:2.786e-12|skära..nn.1+m..nn.1:2.786e-12|skär..nn.1+men..nn.1:2.786e-12|skära..nn.1+men..nn.2:2.786e-12|skära..nn.1+men..nn.1:2.786e-12|skära..vb.1+men..nn.1:1.235e-12|skära..vb.1+men..nn.2:1.235e-12|skära..vb.2+men..nn.1:1.235e-12|skära..vb.2+men..nn.2:1.235e-12|skära..vb.1+m..nn.1:1.235e-12|skära..vb.2+m..nn.1:1.235e-12|skär..av.1+men..nn.1:1.190e-12|skär..av.1+men..nn.2:1.190e-12|skär..av.1+m..nn.1:1.190e-12|,|skär+men|,,7,6,CJ
60,sprack,VB.PRT.AKT,|spricka|,|spricka..vb.1|,|spricka..1:-1.000|,|,|,,8,3,VG
60,.,MAD,|,|,|,|,|,,9,2,IP
61,Solnedgången,NN.UTR.SIN.DEF.NOM,|solnedgång|,|solnedgång..nn.1|,|solnedgång..1:-1.000|,|sol..nn.2+nedgång..nn.1:5.151e-12|sol..nn.1+nedgång..nn.1:5.151e-12|sola..vb.1+nedgång..nn.1:3.720e-21|Sol..pm.1+nedgång..nn.1:3.445e-23|sol..nn.2+ned..ab.1+gång..nn.3:2.878e-16|sol..nn.1+ned..ab.1+gång..nn.3:2.878e-16|sol..nn.2+ned..ab.1+gång..nn.2:2.878e-16|sol..nn.1+ned..ab.1+gång..nn.1:2.878e-16|sol..nn.2+ned..ab.1+gång..nn.1:2.878e-16|sol..nn.1+ned..ab.1+gång..nn.2:2.878e-16|Sol..pm.1+ned..ab.1+gång..nn.2:6.639e-29|Sol..pm.1+ned..ab.1+gång..nn.1:6.639e-29|Sol..pm.1+ned..ab.1+gång..nn.3:6.639e-29|sola..vb.1+ned..ab.1+gång..nn.2:6.639e-29|sola..vb.1+ned..ab.1+gång..nn.1:6.639e-29|sola..vb.1+ned..ab.1+gång..nn.3:6.639e-29|,|sol+nedgången|Sol+nedgången|sol+ned+gången|Sol+ned+gången|,,1,4,SS
61,över,PP,|över|,|över..pp.1|,|över..1:-1.000|över..2:-1.000|,|,|,,2,1,ET
61,havet,NN.NEU.SIN.DEF.NOM,|hav|,|hav..nn.1|hav..nn.2|,|hav..1:0.997|hav..2:0.003|,|,|,0,3,2,PA
61,var,VB.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0,4,0,ROOT
61,helt,AB.POS,|hel|helt|,|hel..av.1|helt..ab.1|,|hel..1:0.679|hel..2:0.321|helt..1:0.000|,|,|,0,5,6,AA
61,andlös,JJ.POS.UTR.SIN.IND.NOM,|andlös|,|andlös..av.1|,|andlös..1:-1.000|,|,|,,6,4,SP
61,.,MAD,|,|,|,|,|,,7,4,IP
62,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,01,02,SS
62,känner,VB.PRS.AKT,|känna|känna sig|,|känna..vb.1|känna..vb.2|känna_sig..vbm.1|,|känna..2:0.459|känna..1:0.414|känna..4:0.111|känna..3:0.017|känna_sig..1:-1.000|,|,|,0,02,0,ROOT
62,mig,PN.UTR.SIN.DEF.OBJ,|jag|känna sig:02|,|jag..pn.1|känna_sig..vbm.1:02|,|jag..1:-1.000|känna_sig..1:02:-1.000|,|,|,,03,02,OO
62,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,04,05,AA
62,lycklig,JJ.POS.UTR.SIN.IND.NOM,|lycklig|,|lycklig..av.1|,|lycklig..1:-1.000|,|,|,1,05,02,OP
62,när,HA,|när|,|när..ab.1|,|när..1:0.685|nära..1:0.315|,|,|,,06,08,TA
62,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,07,08,SS
62,tillbringar,VB.PRS.AKT,|tillbringa|,|tillbringa..vb.1|,|tillbringa..1:-1.000|,|till..ab.1+bringa..vb.1:1.270e-11|,|till+bringar|,0,08,02,TA
62,tid,NN.UTR.SIN.IND.NOM,|tid|,|tid..nn.1|,|tid..1:-1.000|,|,|,0,09,08,OO
62,med,PP,|med|,|med..pp.1|,|med..1:-1.000|med..2:-1.000|,|,|,,10,08,OA
62,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,11,12,DT
62,familj,NN.UTR.SIN.IND.NOM,|familj|,|familj..nn.1|,|familj..1:0.998|familj..2:0.002|,|,|,0,12,10,PA
62,.,MAD,|,|,|,|,|,,13,02,IP
63,Den,DT.UTR.SIN.DEF,|en|den|den där|,|en..al.1|den..pn.1|den_där..pnm.1|,|den..1:-1.000|en..2:-1.000|den..2:-1.000|den_där..1:-1.000|,|,|,,01,03,DT
63,där,AB,|där|den där:01|,|där..ab.1|den_där..pnm.1:01|,|där..1:-1.000|den_där..1:01:-1.000|,|,|,,02,01,HD
63,kakan,NN.UTR.SIN.DEF.NOM,|kaka|,|kaka..nn.1|,|kaka..1:-1.000|,|,|,,03,04,SS
63,var,VB.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0,04,0,ROOT
63,verkligen,AB,|verkligen|,|verkligen..ab.1|,|verkligen..1:-1.000|,|,|,,05,06,AA
63,utsökt,PC.PRF.UTR.SIN.IND.NOM,|utsöka|utsökt|,|utsöka..vb.1|utsökt..av.1|,|utsöka..1:0.518|utsökt..1:0.482|,|ut..ab.1+söka..vb.1:3.012e-09|ut..ab.1+sökt..av.1:2.023e-11|,|ut+sökt|,-1,06,04,SP
63,",",MID,|,|,|,|,|,,07,04,IK
63,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,08,09,SS
63,måste,VB.PRS.AKT,|måste|,|måste..vb.1|,|måste..1:-1.000|,|,|,0,09,04,MS
63,be,VB.INF.AKT,|be|,|be..vb.1|,|be..1:0.996|be..2:0.004|,|,|,0,10,09,VG
63,om,PP,|om|,|om..pp.1|,|om..1:-1.000|om..5:-1.000|,|,|,,11,10,OA
63,receptet,NN.NEU.SIN.DEF.NOM,|recept|,|recept..nn.1|,|recept..1:0.950|recept..3:0.019|recept..4:0.016|recept..2:0.015|,|,|,,12,11,PA
63,.,MAD,|,|,|,|,|,,13,04,IP
64,Efter,PP,|efter|,|efter..pp.1|,|efter..1:-1.000|efter..2:-1.000|,|,|,,01,05,TA
64,mycket,AB.POS,|mycket|,|mycket..ab.1|,|mycket..1:0.958|mycket..2:0.042|,|,|,,02,03,AA
64,hårt,JJ.POS.NEU.SIN.IND.NOM,|hård|,|hård..av.1|,|hård..1:0.961|hård..3:0.034|hård..4:0.003|hård..2:0.002|,|,|,0,03,04,AT
64,arbete,NN.NEU.SIN.IND.NOM,|arbete|,|arbete..nn.1|,|arbete..1:0.931|arbete..2:0.069|,|ar..nn.1+bete..nn.2:5.704e-11|ar..nn.1+bete..nn.1:5.704e-11|,|ar+bete|,0,04,01,PA
64,fick,VB.PRT.AKT,|få|,|få..vb.1|,|få..1:0.914|få..3:0.086|,|,|,1,05,0,ROOT
64,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,06,05,SS
64,äntligen,AB,|äntligen|,|äntligen..ab.1|,|äntligen..1:-1.000|,|,|,,07,05,AA
64,befordran,NN.UTR.SIN.IND.NOM,|befordran|,|befordran..nn.1|,|befordran..1:0.888|befordran..2:0.112|,|,|,,08,05,OO
64,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,09,10,SS
64,drömt,VB.SUP.AKT,|drömma|,|drömma..vb.1|,|drömma..2:0.859|drömma..1:0.141|,|,|,1,10,08,ET
64,om,PL,|om|,|om..ab.1|,|om..4:-1.000|,|,|,,11,10,PL
64,.,MAD,|,|,|,|,|,,12,05,IP
65,Att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,01,05,SS
65,höra,VB.INF.AKT,|höra|,|höra..vb.1|,|höra..1:0.652|höra..3:0.226|höra..2:0.062|höra..4:0.057|höra..5:0.003|,|,|,0,02,01,IF
65,ditt,PS.NEU.SIN.DEF,|du|,|du..pn.1|,|du..1:-1.000|,|,|,,03,04,DT
65,skratt,NN.NEU.SIN.IND.NOM,|skratt|,|skratt..nn.1|,|skratt..1:-1.000|,|,|,1,04,02,OO
65,gör,VB.PRS.AKT,|göra|,|göra..vb.1|,|göra..1:0.898|göra..2:0.067|göra..3:0.035|,|,|,0,05,0,ROOT
65,alltid,AB,|alltid|,|alltid..ab.1|,|alltid..1:-1.000|,|,|,,06,05,TA
65,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,07,08,DT
65,dag,NN.UTR.SIN.IND.NOM,|dag|,|dag..nn.1|,|dag..1:0.758|dag..2:0.242|,|,|,0,08,05,OO
65,bättre,AB.KOM,|bra|god|,|bra..ab.1|bra..av.1|god..av.1|,|bra..1:0.415|bra..3:0.193|god..1:0.193|god..3:0.092|bra..5:0.062|god..2:0.045|,|,|,,09,05,AA
65,.,MAD,|,|,|,|,|,,10,05,IP
66,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,01,02,SS
66,fick,VB.PRT.AKT,|få|,|få..vb.1|,|få..1:0.913|få..3:0.087|,|,|,1,02,0,ROOT
66,ett,DT.NEU.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,03,06,DT
66,mycket,AB.POS,|mycket|,|mycket..ab.1|,|mycket..1:0.832|mycket..2:0.168|,|,|,,04,05,AA
66,uppskattande,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|uppskatta|,|uppskatta..vb.1|,|uppskatta..2:0.807|uppskatta..1:0.193|,|upp..ab.1+skatta..vb.1:5.809e-19|upp..ab.1+skatta..vb.2:5.809e-19|,|upp+skattande|,1,05,06,AT
66,e-postmeddelande,NN.NEU.SIN.IND.NOM,|e-postmeddelande|,|e-postmeddelande..nn.1|,|e-postmeddelande..1:-1.000|,|e-post..nn.1+meddelande..nn.1:2.957e-11|e..nn.1+post..nn.2+meddelande..nn.1:7.004e-18|e..nna.1+post..nn.1+meddelande..nn.1:7.004e-18|e..nn.1+post..sxc.1+meddelande..nn.1:7.004e-18|e..nn.1+post..nn.1+meddelande..nn.1:7.004e-18|e..nna.1+post..nn.2+meddelande..nn.1:7.004e-18|e..nna.1+post..sxc.1+meddelande..nn.1:7.004e-18|e-post..nn.1+mede..nn.1+delande..nn.1:6.390e-28|,|e-post+meddelande|e-+post+meddelande|e-post+med+delande|,,06,02,OO
66,från,PP,|från|,|från..pp.1|,|från..1:-1.000|,|,|,,07,02,RA
66,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,08,09,DT
66,chef,NN.UTR.SIN.IND.NOM,|chef|,|chef..nn.1|,|chef..1:-1.000|,|,|,0,09,07,PA
66,idag,AB,|idag|,|idag..ab.1|,|i_dag..1:-1.000|i_dag..2:-1.000|,|,|,,10,02,TA
66,.,MAD,|,|,|,|,|,,11,02,IP
67,Vi,PN.UTR.PLU.DEF.SUB,|vi|,|vi..pn.1|,|vi..1:-1.000|,|,|,,01,02,SS
67,hade,VB.PRT.AKT,|ha|,|ha..vb.1|,|ha..1:0.921|ha..3:0.079|,|,|,0,02,0,ROOT
67,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,03,05,DT
67,fantastisk,JJ.POS.UTR.SIN.IND.NOM,|fantastisk|,|fantastisk..av.1|,|fantastisk..1:-1.000|,|,|,1,04,05,AT
67,semester,NN.UTR.SIN.IND.NOM,|semester|,|semester..nn.1|,|semester..1:-1.000|,|,|,0,05,06,CJ
67,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,06,02,OO
67,skapade,PC.PRF.UTR+NEU.PLU.IND+DEF.NOM,|skapa|skapad|,|skapa..vb.1|skapad..av.1|,|skapa..1:1.000|skapad..1:0.000|,|,|,0,07,08,AT
67,minnen,NN.NEU.PLU.IND.NOM,|minne|,|minne..nn.1|,|minne..4:0.617|minne..1:0.262|minne..2:0.098|minne..3:0.024|,|min..nn.1+n..nn.1:9.675e-11|mina..nn.1+n..nn.1:9.675e-11|mina..nn.1+nen..nn.1:9.675e-11|min..nn.1+nen..nn.1:9.675e-11|minna..vb.1+nen..nn.1:9.244e-15|minna..vb.1+n..nn.1:9.244e-15|,|min+nen|minn+nen|,0,08,06,CJ
67,för,PP,|för|,|för..pp.1|,|för..1:-1.000|för..5:-1.000|för..6:-1.000|för..7:-1.000|för..9:-1.000|,|,|,,09,02,OA
67,livet,NN.NEU.SIN.DEF.NOM,|liv|,|liv..nn.1|,|liv..1:0.872|liv..6:0.056|liv..2:0.032|liv..5:0.022|liv..3:0.009|liv..4:0.009|,|,|,0,10,09,PA
67,.,MAD,|,|,|,|,|,,11,02,IP
68,Att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,01,06,SS
68,lyckas,VB.INF.SFO,|lyckas|,|lyckas..vb.1|,|lyckas..1:-1.000|,|,|,1,02,01,IF
68,med,PP,|med|,|med..pp.1|,|med..1:-1.000|med..2:-1.000|,|,|,,03,02,OA
68,mitt,PS.NEU.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,04,05,DT
68,projekt,NN.NEU.SIN.IND.NOM,|projekt|,|projekt..nn.1|,|projekt..1:-1.000|,|,|,0,05,03,PA
68,gav,VB.PRT.AKT,|ge|ge sig|,|ge..vb.1|ge_sig..vbm.1|,|ge..1:0.763|givas..1:0.237|ge_sig..1:-1.000|ge_sig..2:-1.000|ge_sig..3:-1.000|ge_sig..4:-1.000|ge_sig..5:-1.000|,|,|,0,06,0,ROOT
68,mig,PN.UTR.SIN.DEF.OBJ,|jag|ge sig:06|,|jag..pn.1|ge_sig..vbm.1:06|,|jag..1:-1.000|ge_sig..1:06:-1.000|ge_sig..2:06:-1.000|ge_sig..3:06:-1.000|ge_sig..4:06:-1.000|ge_sig..5:06:-1.000|,|,|,,07,06,IO
68,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,08,10,DT
68,enorm,JJ.POS.UTR.SIN.IND.NOM,|enorm|,|enorm..av.1|,|enorm..1:-1.000|,|,|,0,09,10,AT
68,tillfredsställelse,NN.UTR.SIN.IND.NOM,|tillfredsställelse|,|tillfredsställelse..nn.1|,|tillfredsställelse..1:-1.000|,|,|,1,10,06,OO
68,.,MAD,|,|,|,|,|,,11,06,IP
69,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,01,02,SS
69,älskar,VB.PRS.AKT,|älska|,|älska..vb.1|älska..vb.2|,|älska..1:0.993|älska..2:0.007|,|,|,1,02,0,ROOT
69,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,03,02,SP
69,se,VB.INF.AKT,|se|,|se..vb.1|,|se..1:0.269|se..5:0.261|se..2:0.245|se..4:0.118|ses..1:0.078|se..3:0.024|se..6:0.005|,|,|,0,04,03,IF
69,blommorna,NN.UTR.PLU.DEF.NOM,|blomma|,|blomma..nn.1|,|blomma..1:-1.000|,|,|,0,05,09,OO
69,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,06,09,SS
69,planterade,PC.PRF.UTR+NEU.PLU.IND+DEF.NOM,|plantera|,|plantera..vb.1|,|plantera..1:-1.000|,|,|,,07,09,SS
69,växa,VB.INF.AKT,|växa|,|växa..vb.1|,|växa..1:0.596|växa..2:0.403|växa..3:0.000|,|,|,0,08,09,CJ
69,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,09,04,OO
69,blomstra,VB.INF.AKT,|blomstra|,|blomstra..vb.1|,|blomstra..1:-1.000|,|,|,,10,09,CJ
69,.,MAD,|,|,|,|,|,,11,02,IP
70,Ett,DT.NEU.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,01,03,DT
70,spontant,JJ.POS.NEU.SIN.IND.NOM,|spontan|,|spontan..av.1|spontan..av.2|,|spontan..1:0.993|spontan..2:0.007|,|,|,,02,03,AT
70,cafébesök,NN.NEU.SIN.IND.NOM,|cafébesök|,|,|,|café..nn.1+besök..nn.1:2.182e-18|,|café+besök|,,03,07,SS
70,med,PP,|med|,|med..pp.1|,|med..1:-1.000|med..2:-1.000|,|,|,,04,03,ET
70,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,05,06,DT
70,vän,NN.UTR.SIN.IND.NOM,|vän|,|vän..nn.1|,|vän..1:-1.000|,|,|,1,06,04,PA
70,gjorde,VB.PRT.AKT,|göra|,|göra..vb.1|,|göra..1:0.747|göra..2:0.175|göra..3:0.078|,|,|,0,07,0,ROOT
70,hela,JJ.POS.UTR+NEU.SIN.DEF.NOM,|hel|,|hel..av.1|,|hel..1:0.846|hel..2:0.154|,|,|,0,08,10,DT
70,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,09,10,DT
70,vecka,NN.UTR.SIN.IND.NOM,|vecka|,|vecka..nn.1|,|vecka..1:-1.000|,|,|,0,10,07,OO
70,.,MAD,|,|,|,|,|,,11,07,IP
71,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,01,02,SS
71,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0,02,0,ROOT
71,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,03,04,AA
71,tacksam,JJ.POS.UTR.SIN.IND.NOM,|tacksam|,|tacksam..av.1|,|tacksam..1:0.990|tacksam..2:0.010|,|,|,1,04,02,SP
71,för,PP,|för|,|för..pp.1|,|för..1:-1.000|för..5:-1.000|för..6:-1.000|för..7:-1.000|för..9:-1.000|,|,|,,05,02,OA
71,allt,DT.NEU.SIN.IND+DEF,|all|,|all..pn.1|,|all..1:-1.000|,|,|,,06,07,DT
71,stöd,NN.NEU.SIN.IND.NOM,|stöd|,|stöd..nn.1|,|stöd..1:0.672|stöd..2:0.328|,|,|,1,07,05,PA
71,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,08,09,SS
71,får,VB.PRS.AKT,|få|,|få..vb.1|,|få..1:0.929|få..3:0.071|,|,|,1,09,07,ET
71,från,PP,|från|,|från..pp.1|,|från..1:-1.000|,|,|,,10,09,OA
71,mina,PS.UTR+NEU.PLU.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,11,12,DT
71,vänner,NN.UTR.PLU.IND.NOM,|vän|,|vän..nn.1|,|vän..1:-1.000|,|,|,1,12,10,PA
71,.,MAD,|,|,|,|,|,,13,02,IP
72,Att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,01,07,SS
72,jogga,VB.INF.AKT,|jogga|,|jogga..vb.1|,|jogga..1:-1.000|,|,|,,02,01,IF
72,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,03,02,AA
72,parken,NN.UTR.SIN.DEF.NOM,|park|,|park..nn.1|,|park..1:-1.000|,|,|,0,04,03,HD
72,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,05,02,RA
72,morgonen,NN.UTR.SIN.DEF.NOM,|morgon|,|morgon..nn.1|,|morgon..1:-1.000|,|mora..nn.1+gon..nn.1:1.371e-13|mor..nn.2+gon..nn.1:1.371e-13|mor..nn.1+gon..nn.1:1.371e-13|mora..nn.1+go..nn.2+nen..nn.1:2.522e-25|mor..nn.1+go..nn.2+nen..nn.1:2.522e-25|mor..nn.2+go..nn.1+n..nn.1:2.522e-25|mor..nn.2+go..nn.2+n..nn.1:2.522e-25|mor..nn.2+go..nn.1+nen..nn.1:2.522e-25|mor..nn.2+go..nn.2+nen..nn.1:2.522e-25|mor..nn.1+go..nn.1+n..nn.1:2.522e-25|mor..nn.1+go..nn.2+n..nn.1:2.522e-25|mora..nn.1+go..nn.1+n..nn.1:2.522e-25|mor..nn.1+go..nn.1+nen..nn.1:2.522e-25|mora..nn.1+go..nn.2+n..nn.1:2.522e-25|mora..nn.1+go..nn.1+nen..nn.1:2.522e-25|mor..nn.2+go..av.1+n..nn.1:9.768e-27|mor..nn.2+go..av.1+nen..nn.1:9.768e-27|mora..nn.1+go..av.1+nen..nn.1:9.768e-27|mor..nn.1+go..av.1+n..nn.1:9.768e-27|mor..nn.1+go..av.1+nen..nn.1:9.768e-27|mora..nn.1+go..av.1+n..nn.1:9.768e-27|,|mor+gonen|mor+go+nen|,0,06,05,PA
72,ger,VB.PRS.AKT,|ge|ge sig|,|ge..vb.1|ge_sig..vbm.1|,|ge..1:0.565|givas..1:0.435|ge_sig..1:-1.000|ge_sig..2:-1.000|ge_sig..3:-1.000|ge_sig..4:-1.000|ge_sig..5:-1.000|,|,|,0,07,0,ROOT
72,mig,PN.UTR.SIN.DEF.OBJ,|jag|ge sig:07|,|jag..pn.1|ge_sig..vbm.1:07|,|jag..1:-1.000|ge_sig..1:07:-1.000|ge_sig..2:07:-1.000|ge_sig..3:07:-1.000|ge_sig..4:07:-1.000|ge_sig..5:07:-1.000|,|,|,,08,07,IO
72,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,09,10,AA
