paragrafnummer,token,msd,lemma,lex,sense,complemgram,compwf,sentimentclass,deprel,sentimentval,category
52,regnet,NN.NEU.SIN.DEF.NOM,|regn|,|regn..nn.1|,|regn..1:0.989|regn..2:0.011|,|,|,,PA,-1,egna meningar
52,.,MAD,|,|,|,|,|,,IP,-1,egna meningar
53,Min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,DT,-1,egna meningar
53,dator,NN.UTR.SIN.IND.NOM,|dator|,|dator..nn.1|,|dator..1:-1.000|,|,|,neutral,SS,-1,egna meningar
53,kraschade,VB.PRT.AKT,|krascha|,|krascha..vb.1|krascha..vb.2|,|krascha..2:0.791|krascha..1:0.209|,|,|,,MS,-1,egna meningar
53,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,ROOT,-1,egna meningar
53,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,-1,egna meningar
53,förlorade,VB.PRT.AKT,|förlora|,|förlora..vb.1|,|förlora..1:0.837|förlora..2:0.163|förlora..3:0.000|,|,|,negative,MS,-1,egna meningar
53,viktiga,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|viktig|,|viktig..av.1|,|viktig..2:0.795|viktig..1:0.205|,|,|,negative,AT,-1,egna meningar
53,filer,NN.UTR.PLU.IND.NOM,|fil|,|fil..nn.1|,|fil..5:0.678|fil..1:0.183|fil..4:0.138|,|,|,,OO,-1,egna meningar
53,.,MAD,|,|,|,|,|,,IP,-1,egna meningar
54,\,NN.UTR.SIN.DEF.NOM,|,|,|,|,|,,ROOT,-1,egna meningar
54,"""",PAD,|,|,|,|,|,,IR,-1,egna meningar
54,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,-1,egna meningar
54,har,VB.PRS.AKT,|ha|ha ont|,|ha..vb.1|ha_ont..vbm.1|,|ha..1:0.688|ha..3:0.312|ha_ont..1:-1.000|,|,|,neutral,ROOT,-1,egna meningar
54,ont,AB.POS,|ond|ha ont:4|,|ond..av.1|ha_ont..vbm.1:4|,|ond..2:0.561|ond..1:0.187|ond..3:0.185|ond..4:0.067|ha_ont..1:4:-1.000|,|,|,negative,CA,-1,egna meningar
54,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,XX,-1,egna meningar
54,halsen,NN.UTR.SIN.DEF.NOM,|hals|,|hals..nn.1|,|hals..1:0.964|hals..2:0.036|,|hal..av.1+s..nn.1:6.765e-21|hala..vb.1+s..nn.1:1.087e-28|,|hal+sen|,,PA,-1,egna meningar
55,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,-1,egna meningar
55,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,neutral,ROOT,-1,egna meningar
55,besviken,JJ.POS.UTR.SIN.IND.NOM,|besviken|,|besviken..av.1|,|besviken..1:-1.000|,|,|,negative,SP,-1,egna meningar
55,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,AA,-1,egna meningar
55,kvaliteten,NN.UTR.SIN.DEF.NOM,|kvalitet|,|kvalitet..nn.1|,|kvalitet..1:-1.000|,|,|,positive,HD,-1,egna meningar
55,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,RA,-1,egna meningar
55,de,DT.UTR+NEU.PLU.DEF,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,DT,-1,egna meningar
55,nya,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|ny|,|ny..av.1|,|ny..1:-1.000|,|,|,neutral,AT,-1,egna meningar
55,hörlurarna,NN.UTR.PLU.DEF.NOM,|hörlur|,|hörlur..nn.1|,|hörlur..1:-1.000|,|höra..vb.1+lur..nn.1:4.185e-12|,|hör+lurarna|,,PA,-1,egna meningar
55,.,MAD,|,|,|,|,|,,IP,-1,egna meningar
56,Det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,SS,-1,egna meningar
56,känns,VB.PRS.SFO,|känna|kännas|,|känna..vb.1|känna..vb.2|kännas..vb.1|,|kännas..1:0.539|känna..1:0.247|känna..2:0.124|känna..4:0.074|känna..3:0.016|,|,|,neutral,ROOT,-1,egna meningar
56,som,KN,|,|,|,|,|,,KA,-1,egna meningar
56,att,SN,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,UA,-1,egna meningar
56,ingenting,PN.NEU.SIN.IND.SUB+OBJ,|ingenting|,|ingenting..pn.1|,|ingenting..1:-1.000|,|,|,,SS,-1,egna meningar
56,går,VB.PRS.AKT,|gå|,|gå..vb.1|,|gå..7:0.328|gå..1:0.181|gå..2:0.140|gå..6:0.107|gå..11:0.053|gå..4:0.051|gå..8:0.043|gå..5:0.031|gå..10:0.028|gå..3:0.021|gå..9:0.018|,|,|,positive,UA,-1,egna meningar
56,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,DT,-1,egna meningar
56,väg,NN.UTR.SIN.IND.NOM,|väg|,|väg..nn.1|,|väg..2:0.682|väg..1:0.318|,|,|,neutral,OO,-1,egna meningar
56,idag,AB,|idag|,|idag..ab.1|,|i_dag..1:-1.000|i_dag..2:-1.000|,|,|,,ET,-1,egna meningar
56,.,MAD,|,|,|,|,|,,IP,-1,egna meningar
57,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,-1,egna meningar
57,saknar,VB.PRS.AKT,|sakna|,|sakna..vb.1|sakna..vb.2|,|sakna..1:0.763|sakna..2:0.237|,|,|,negative,ROOT,-1,egna meningar
57,solen,NN.UTR.SIN.DEF.NOM,|sol|,|sol..nn.1|sol..nn.2|,|solen..1:0.700|sol..1:0.189|sol..3:0.102|sol..2:0.009|,|so..nn.1+l..nn.1:2.995e-19|,|so+len|,neutral,OO,-1,egna meningar
57,under,PP,|under|,|under..pp.1|,|under..1:-1.000|under..2:-1.000|,|,|,,TA,-1,egna meningar
57,de,DT.UTR+NEU.PLU.DEF,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,DT,-1,egna meningar
57,mörka,JJ.POS.UTR+NEU.PLU.IND+DEF.NOM,|mörk|,|mörk..av.1|,|mörk..1:0.941|mörk..3:0.059|,|,|,neutral,AT,-1,egna meningar
57,vintermånaderna,NN.UTR.PLU.DEF.NOM,|vintermånad|,|vintermånad..nn.1|,|vintermånad..1:-1.000|,|vinter..nn.1+månad..nn.1:1.580e-10|,|vinter+månaderna|,,PA,-1,egna meningar
57,.,MAD,|,|,|,|,|,,IP,-1,egna meningar
58,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,-1,egna meningar
58,brände,VB.PRT.AKT,|bränna|,|bränna..vb.1|,|bränna..1:0.976|bränna..2:0.024|,|,|,,ROOT,-1,egna meningar
58,maten,NN.UTR.SIN.DEF.NOM,|mat|,|mat..nn.1|,|mat..1:-1.000|,|,|,neutral,OO,-1,egna meningar
58,när,HA,|när|,|när..ab.1|,|när..1:0.619|nära..1:0.381|,|,|,,TA,-1,egna meningar
58,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,-1,egna meningar
58,blev,VB.PRT.AKT,|bli|,|bli..vb.1|,|bli..1:0.860|bli..2:0.140|,|,|,neutral,TA,-1,egna meningar
58,distraherad,PC.PRF.UTR.SIN.IND.NOM,|distrahera|distraherad|,|distrahera..vb.1|distraherad..av.1|,|distrahera..1:0.713|distraherad..1:0.287|,|,|,,SP,-1,egna meningar
58,.,MAD,|,|,|,|,|,,IP,-1,egna meningar
59,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,-1,egna meningar
59,råkade,VB.PRT.AKT,|råka|,|råka..vb.1|,|råka..2:0.790|råka..1:0.210|,|,|,neutral,ROOT,-1,egna meningar
59,tappa,VB.INF.AKT,|tappa|,|tappa..vb.1|,|tappa..1:0.638|tappa..3:0.339|tappa..2:0.024|,|,|,negative,VG,-1,egna meningar
59,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,DT,-1,egna meningar
59,telefon,NN.UTR.SIN.IND.NOM,|telefon|,|telefon..nn.1|,|telefon..1:-1.000|,|tele..sxc.1+fon..nn.1:6.604e-14|te..nn.1+le..vb.1+fon..nn.1:1.521e-21|te..nn.1+le..av.1+fon..nn.1:1.436e-28|,|tele+fon|te+le+fon|,neutral,CJ,-1,egna meningar
59,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,SS,-1,egna meningar
59,skärmen,NN.UTR.SIN.DEF.NOM,|skärm|,|skärm..nn.1|,|skärm..2:0.943|skärm..1:0.057|,|skär..nn.1+men..nn.2:2.786e-12|skär..nn.1+m..nn.1:2.786e-12|skära..nn.1+m..nn.1:2.786e-12|skär..nn.1+men..nn.1:2.786e-12|skära..nn.1+men..nn.2:2.786e-12|skära..nn.1+men..nn.1:2.786e-12|skära..vb.1+men..nn.1:1.235e-12|skära..vb.1+men..nn.2:1.235e-12|skära..vb.2+men..nn.1:1.235e-12|skära..vb.2+men..nn.2:1.235e-12|skära..vb.1+m..nn.1:1.235e-12|skära..vb.2+m..nn.1:1.235e-12|skär..av.1+men..nn.1:1.190e-12|skär..av.1+men..nn.2:1.190e-12|skär..av.1+m..nn.1:1.190e-12|,|skär+men|,,CJ,-1,egna meningar
59,sprack,VB.PRT.AKT,|spricka|,|spricka..vb.1|,|spricka..1:-1.000|,|,|,,VG,-1,egna meningar
59,.,MAD,|,|,|,|,|,,IP,-1,egna meningar
60,Solnedgången,NN.UTR.SIN.DEF.NOM,|solnedgång|,|solnedgång..nn.1|,|solnedgång..1:-1.000|,|sol..nn.2+nedgång..nn.1:5.151e-12|sol..nn.1+nedgång..nn.1:5.151e-12|sola..vb.1+nedgång..nn.1:3.720e-21|Sol..pm.1+nedgång..nn.1:3.445e-23|sol..nn.2+ned..ab.1+gång..nn.3:2.878e-16|sol..nn.1+ned..ab.1+gång..nn.3:2.878e-16|sol..nn.2+ned..ab.1+gång..nn.2:2.878e-16|sol..nn.1+ned..ab.1+gång..nn.1:2.878e-16|sol..nn.2+ned..ab.1+gång..nn.1:2.878e-16|sol..nn.1+ned..ab.1+gång..nn.2:2.878e-16|Sol..pm.1+ned..ab.1+gång..nn.2:6.639e-29|Sol..pm.1+ned..ab.1+gång..nn.1:6.639e-29|Sol..pm.1+ned..ab.1+gång..nn.3:6.639e-29|sola..vb.1+ned..ab.1+gång..nn.2:6.639e-29|sola..vb.1+ned..ab.1+gång..nn.1:6.639e-29|sola..vb.1+ned..ab.1+gång..nn.3:6.639e-29|,|sol+nedgången|Sol+nedgången|sol+ned+gången|Sol+ned+gången|,,SS,-1,egna meningar
60,över,PP,|över|,|över..pp.1|,|över..1:-1.000|över..2:-1.000|,|,|,,ET,-1,egna meningar
60,havet,NN.NEU.SIN.DEF.NOM,|hav|,|hav..nn.1|hav..nn.2|,|hav..1:0.997|hav..2:0.003|,|,|,neutral,PA,-1,egna meningar
60,var,VB.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,neutral,ROOT,-1,egna meningar
60,helt,AB.POS,|hel|helt|,|hel..av.1|helt..ab.1|,|hel..1:0.679|hel..2:0.321|helt..1:0.000|,|,|,neutral,AA,-1,egna meningar
60,andlös,JJ.POS.UTR.SIN.IND.NOM,|andlös|,|andlös..av.1|,|andlös..1:-1.000|,|,|,,SP,-1,egna meningar
60,.,MAD,|,|,|,|,|,,IP,-1,egna meningar
61,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,1,egna meningar
61,känner,VB.PRS.AKT,|känna|känna sig|,|känna..vb.1|känna..vb.2|känna_sig..vbm.1|,|känna..2:0.459|känna..1:0.414|känna..4:0.111|känna..3:0.017|känna_sig..1:-1.000|,|,|,neutral,ROOT,1,egna meningar
61,mig,PN.UTR.SIN.DEF.OBJ,|jag|känna sig:02|,|jag..pn.1|känna_sig..vbm.1:02|,|jag..1:-1.000|känna_sig..1:02:-1.000|,|,|,,OO,1,egna meningar
61,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,AA,1,egna meningar
61,lycklig,JJ.POS.UTR.SIN.IND.NOM,|lycklig|,|lycklig..av.1|,|lycklig..1:-1.000|,|,|,positive,OP,1,egna meningar
61,när,HA,|när|,|när..ab.1|,|när..1:0.688|nära..1:0.312|,|,|,,TA,1,egna meningar
61,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,1,egna meningar
61,tillbringar,VB.PRS.AKT,|tillbringa|,|tillbringa..vb.1|,|tillbringa..1:-1.000|,|till..ab.1+bringa..vb.1:1.270e-11|,|till+bringar|,neutral,TA,1,egna meningar
61,tid,NN.UTR.SIN.IND.NOM,|tid|,|tid..nn.1|,|tid..1:-1.000|,|,|,neutral,OO,1,egna meningar
61,med,PP,|med|,|med..pp.1|,|med..1:-1.000|med..2:-1.000|,|,|,,OA,1,egna meningar
61,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,DT,1,egna meningar
61,familj,NN.UTR.SIN.IND.NOM,|familj|,|familj..nn.1|,|familj..1:0.997|familj..2:0.003|,|,|,neutral,PA,1,egna meningar
61,.,MAD,|,|,|,|,|,,IP,1,egna meningar
62,\,NN.NEU.SIN.DEF.NOM,|,|,|,|,|,,ROOT,1,egna meningar
62,"""",PAD,|,|,|,|,|,,IR,1,egna meningar
62,Den,DT.UTR.SIN.DEF,|en|den|den där|,|en..al.1|den..pn.1|den_där..pnm.1|,|den..1:-1.000|en..2:-1.000|den..2:-1.000|den_där..1:-1.000|,|,|,,DT,1,egna meningar
62,där,AB,|där|den där:3|,|där..ab.1|den_där..pnm.1:3|,|där..1:-1.000|den_där..1:3:-1.000|,|,|,,HD,1,egna meningar
62,kakan,NN.UTR.SIN.DEF.NOM,|kaka|,|kaka..nn.1|,|kaka..1:-1.000|,|,|,,SS,1,egna meningar
62,var,VB.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,neutral,MS,1,egna meningar
62,verkligen,AB,|verkligen|,|verkligen..ab.1|,|verkligen..1:-1.000|,|,|,,AA,1,egna meningar
62,utsökt,PC.PRF.UTR.SIN.IND.NOM,|utsöka|utsökt|,|utsöka..vb.1|utsökt..av.1|,|utsöka..1:0.585|utsökt..1:0.415|,|ut..ab.1+söka..vb.1:3.012e-09|ut..ab.1+sökt..av.1:2.023e-11|,|ut+sökt|,negative,SP,1,egna meningar
63,Efter,PP,|efter|,|efter..pp.1|,|efter..1:-1.000|efter..2:-1.000|,|,|,,TA,1,egna meningar
63,mycket,AB.POS,|mycket|,|mycket..ab.1|,|mycket..1:0.959|mycket..2:0.041|,|,|,,AA,1,egna meningar
63,hårt,JJ.POS.NEU.SIN.IND.NOM,|hård|,|hård..av.1|,|hård..1:0.932|hård..3:0.063|hård..2:0.003|hård..4:0.002|,|,|,neutral,AT,1,egna meningar
63,arbete,NN.NEU.SIN.IND.NOM,|arbete|,|arbete..nn.1|,|arbete..1:0.848|arbete..2:0.152|,|ar..nn.1+bete..nn.2:5.704e-11|ar..nn.1+bete..nn.1:5.704e-11|,|ar+bete|,neutral,PA,1,egna meningar
63,fick,VB.PRT.AKT,|få|,|få..vb.1|,|få..1:0.896|få..3:0.104|,|,|,positive,ROOT,1,egna meningar
63,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,1,egna meningar
63,äntligen,AB,|äntligen|,|äntligen..ab.1|,|äntligen..1:-1.000|,|,|,,AA,1,egna meningar
63,befordran,NN.UTR.SIN.IND.NOM,|befordran|,|befordran..nn.1|,|befordran..1:0.901|befordran..2:0.099|,|,|,,OO,1,egna meningar
63,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,1,egna meningar
63,drömt,VB.SUP.AKT,|drömma|,|drömma..vb.1|,|drömma..2:0.859|drömma..1:0.141|,|,|,positive,ET,1,egna meningar
63,om,PL,|om|,|om..ab.1|,|om..4:-1.000|,|,|,,PL,1,egna meningar
63,.,MAD,|,|,|,|,|,,IP,1,egna meningar
64,Att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,SS,1,egna meningar
64,höra,VB.INF.AKT,|höra|,|höra..vb.1|,|höra..1:0.652|höra..3:0.226|höra..2:0.062|höra..4:0.057|höra..5:0.003|,|,|,neutral,IF,1,egna meningar
64,ditt,PS.NEU.SIN.DEF,|du|,|du..pn.1|,|du..1:-1.000|,|,|,,DT,1,egna meningar
64,skratt,NN.NEU.SIN.IND.NOM,|skratt|,|skratt..nn.1|,|skratt..1:-1.000|,|,|,positive,OO,1,egna meningar
64,gör,VB.PRS.AKT,|göra|,|göra..vb.1|,|göra..1:0.898|göra..2:0.067|göra..3:0.035|,|,|,neutral,ROOT,1,egna meningar
64,alltid,AB,|alltid|,|alltid..ab.1|,|alltid..1:-1.000|,|,|,,TA,1,egna meningar
64,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,DT,1,egna meningar
64,dag,NN.UTR.SIN.IND.NOM,|dag|,|dag..nn.1|,|dag..1:0.758|dag..2:0.242|,|,|,neutral,OO,1,egna meningar
64,bättre,AB.KOM,|bra|god|,|bra..ab.1|bra..av.1|god..av.1|,|bra..1:0.415|bra..3:0.193|god..1:0.193|god..3:0.092|bra..5:0.062|god..2:0.045|,|,|,,AA,1,egna meningar
64,.,MAD,|,|,|,|,|,,IP,1,egna meningar
65,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,1,egna meningar
65,fick,VB.PRT.AKT,|få|,|få..vb.1|,|få..1:0.913|få..3:0.087|,|,|,positive,ROOT,1,egna meningar
65,ett,DT.NEU.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,DT,1,egna meningar
65,mycket,AB.POS,|mycket|,|mycket..ab.1|,|mycket..1:0.832|mycket..2:0.168|,|,|,,AA,1,egna meningar
65,uppskattande,PC.PRS.UTR+NEU.SIN+PLU.IND+DEF.NOM,|uppskatta|,|uppskatta..vb.1|,|uppskatta..2:0.807|uppskatta..1:0.193|,|upp..ab.1+skatta..vb.1:5.809e-19|upp..ab.1+skatta..vb.2:5.809e-19|,|upp+skattande|,positive,AT,1,egna meningar
65,e-postmeddelande,NN.NEU.SIN.IND.NOM,|e-postmeddelande|,|e-postmeddelande..nn.1|,|e-postmeddelande..1:-1.000|,|e-post..nn.1+meddelande..nn.1:2.957e-11|e..nn.1+post..nn.2+meddelande..nn.1:7.004e-18|e..nna.1+post..nn.1+meddelande..nn.1:7.004e-18|e..nn.1+post..sxc.1+meddelande..nn.1:7.004e-18|e..nn.1+post..nn.1+meddelande..nn.1:7.004e-18|e..nna.1+post..nn.2+meddelande..nn.1:7.004e-18|e..nna.1+post..sxc.1+meddelande..nn.1:7.004e-18|e-post..nn.1+mede..nn.1+delande..nn.1:6.390e-28|,|e-post+meddelande|e-+post+meddelande|e-post+med+delande|,,OO,1,egna meningar
65,från,PP,|från|,|från..pp.1|,|från..1:-1.000|,|,|,,RA,1,egna meningar
65,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,DT,1,egna meningar
65,chef,NN.UTR.SIN.IND.NOM,|chef|,|chef..nn.1|,|chef..1:-1.000|,|,|,neutral,PA,1,egna meningar
65,idag,AB,|idag|,|idag..ab.1|,|i_dag..1:-1.000|i_dag..2:-1.000|,|,|,,TA,1,egna meningar
65,.,MAD,|,|,|,|,|,,IP,1,egna meningar
66,Vi,PN.UTR.PLU.DEF.SUB,|vi|,|vi..pn.1|,|vi..1:-1.000|,|,|,,SS,1,egna meningar
66,hade,VB.PRT.AKT,|ha|,|ha..vb.1|,|ha..1:0.921|ha..3:0.079|,|,|,neutral,ROOT,1,egna meningar
66,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,DT,1,egna meningar
66,fantastisk,JJ.POS.UTR.SIN.IND.NOM,|fantastisk|,|fantastisk..av.1|,|fantastisk..1:-1.000|,|,|,positive,AT,1,egna meningar
66,semester,NN.UTR.SIN.IND.NOM,|semester|,|semester..nn.1|,|semester..1:-1.000|,|,|,neutral,CJ,1,egna meningar
66,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,OO,1,egna meningar
66,skapade,PC.PRF.UTR+NEU.PLU.IND+DEF.NOM,|skapa|skapad|,|skapa..vb.1|skapad..av.1|,|skapa..1:1.000|skapad..1:0.000|,|,|,neutral,AT,1,egna meningar
66,minnen,NN.NEU.PLU.IND.NOM,|minne|,|minne..nn.1|,|minne..4:0.617|minne..1:0.262|minne..2:0.098|minne..3:0.024|,|min..nn.1+n..nn.1:9.675e-11|mina..nn.1+n..nn.1:9.675e-11|mina..nn.1+nen..nn.1:9.675e-11|min..nn.1+nen..nn.1:9.675e-11|minna..vb.1+nen..nn.1:9.244e-15|minna..vb.1+n..nn.1:9.244e-15|,|min+nen|minn+nen|,neutral,CJ,1,egna meningar
66,för,PP,|för|,|för..pp.1|,|för..1:-1.000|för..5:-1.000|för..6:-1.000|för..7:-1.000|för..9:-1.000|,|,|,,OA,1,egna meningar
66,livet,NN.NEU.SIN.DEF.NOM,|liv|,|liv..nn.1|,|liv..1:0.872|liv..6:0.056|liv..2:0.032|liv..5:0.022|liv..3:0.009|liv..4:0.009|,|,|,neutral,PA,1,egna meningar
66,.,MAD,|,|,|,|,|,,IP,1,egna meningar
67,Att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,SS,1,egna meningar
67,lyckas,VB.INF.SFO,|lyckas|,|lyckas..vb.1|,|lyckas..1:-1.000|,|,|,positive,IF,1,egna meningar
67,med,PP,|med|,|med..pp.1|,|med..1:-1.000|med..2:-1.000|,|,|,,OA,1,egna meningar
67,mitt,PS.NEU.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,DT,1,egna meningar
67,projekt,NN.NEU.SIN.IND.NOM,|projekt|,|projekt..nn.1|,|projekt..1:-1.000|,|,|,neutral,PA,1,egna meningar
67,gav,VB.PRT.AKT,|ge|ge sig|,|ge..vb.1|ge_sig..vbm.1|,|ge..1:0.763|givas..1:0.237|ge_sig..1:-1.000|ge_sig..2:-1.000|ge_sig..3:-1.000|ge_sig..4:-1.000|ge_sig..5:-1.000|,|,|,neutral,ROOT,1,egna meningar
67,mig,PN.UTR.SIN.DEF.OBJ,|jag|ge sig:06|,|jag..pn.1|ge_sig..vbm.1:06|,|jag..1:-1.000|ge_sig..1:06:-1.000|ge_sig..2:06:-1.000|ge_sig..3:06:-1.000|ge_sig..4:06:-1.000|ge_sig..5:06:-1.000|,|,|,,IO,1,egna meningar
67,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,DT,1,egna meningar
67,enorm,JJ.POS.UTR.SIN.IND.NOM,|enorm|,|enorm..av.1|,|enorm..1:-1.000|,|,|,neutral,AT,1,egna meningar
67,tillfredsställelse,NN.UTR.SIN.IND.NOM,|tillfredsställelse|,|tillfredsställelse..nn.1|,|tillfredsställelse..1:-1.000|,|,|,positive,OO,1,egna meningar
67,.,MAD,|,|,|,|,|,,IP,1,egna meningar
68,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,1,egna meningar
68,älskar,VB.PRS.AKT,|älska|,|älska..vb.1|älska..vb.2|,|älska..1:0.993|älska..2:0.007|,|,|,positive,ROOT,1,egna meningar
68,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,SP,1,egna meningar
68,se,VB.INF.AKT,|se|,|se..vb.1|,|se..1:0.269|se..5:0.261|se..2:0.245|se..4:0.118|ses..1:0.078|se..3:0.024|se..6:0.005|,|,|,neutral,IF,1,egna meningar
68,blommorna,NN.UTR.PLU.DEF.NOM,|blomma|,|blomma..nn.1|,|blomma..1:-1.000|,|,|,neutral,OO,1,egna meningar
68,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,1,egna meningar
68,planterade,PC.PRF.UTR+NEU.PLU.IND+DEF.NOM,|plantera|,|plantera..vb.1|,|plantera..1:-1.000|,|,|,,SS,1,egna meningar
68,växa,VB.INF.AKT,|växa|,|växa..vb.1|,|växa..1:0.596|växa..2:0.403|växa..3:0.000|,|,|,neutral,CJ,1,egna meningar
68,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,OO,1,egna meningar
68,blomstra,VB.INF.AKT,|blomstra|,|blomstra..vb.1|,|blomstra..1:-1.000|,|,|,,CJ,1,egna meningar
68,.,MAD,|,|,|,|,|,,IP,1,egna meningar
69,Ett,DT.NEU.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,DT,1,egna meningar
69,spontant,JJ.POS.NEU.SIN.IND.NOM,|spontan|,|spontan..av.1|spontan..av.2|,|spontan..1:0.993|spontan..2:0.007|,|,|,,AT,1,egna meningar
69,cafébesök,NN.NEU.SIN.IND.NOM,|cafébesök|,|,|,|café..nn.1+besök..nn.1:2.182e-18|,|café+besök|,,SS,1,egna meningar
69,med,PP,|med|,|med..pp.1|,|med..1:-1.000|med..2:-1.000|,|,|,,ET,1,egna meningar
69,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,DT,1,egna meningar
69,vän,NN.UTR.SIN.IND.NOM,|vän|,|vän..nn.1|,|vän..1:-1.000|,|,|,positive,PA,1,egna meningar
69,gjorde,VB.PRT.AKT,|göra|,|göra..vb.1|,|göra..1:0.747|göra..2:0.175|göra..3:0.078|,|,|,neutral,ROOT,1,egna meningar
69,hela,JJ.POS.UTR+NEU.SIN.DEF.NOM,|hel|,|hel..av.1|,|hel..1:0.846|hel..2:0.154|,|,|,neutral,DT,1,egna meningar
69,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,DT,1,egna meningar
69,vecka,NN.UTR.SIN.IND.NOM,|vecka|,|vecka..nn.1|,|vecka..1:-1.000|,|,|,neutral,OO,1,egna meningar
69,.,MAD,|,|,|,|,|,,IP,1,egna meningar
70,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,SS,1,egna meningar
70,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,neutral,ROOT,1,egna meningar
70,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,AA,1,egna meningar
70,tacksam,JJ.POS.UTR.SIN.IND.NOM,|tacksam|,|tacksam..av.1|,|tacksam..1:0.990|tacksam..2:0.010|,|,|,positive,SP,1,egna meningar
70,för,PP,|för|,|för..pp.1|,|för..1:-1.000|för..5:-1.000|för..6:-1.000|för..7:-1.000|för..9:-1.000|,|,|,,OA,1,egna meningar
70,allt,DT.NEU.SIN.IND+DEF,|all|,|all..pn.1|,|all..1:-1.000|,|,|,,DT,1,egna meningar
