paragrafnummer,token,msd,lemma,lex,sense,complemgram,compwf,sentimentclass,ref,dephead,deprel,sentimentval,category
133,med,PP,|med|,|med..pp.1|,|med..1:-1.000|med..2:-1.000|,|,|,,2,1,ET,1,egna meningar
133,mina,PS.UTR+NEU.PLU.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,3,4,DT,1,egna meningar
133,vänner,NN.UTR.PLU.IND.NOM,|vän|,|vän..nn.1|,|vän..1:-1.000|,|,|,1.0,4,2,PA,1,egna meningar
133,var,VB.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,5,0,ROOT,1,egna meningar
133,fantastisk,JJ.POS.UTR.SIN.IND.NOM,|fantastisk|,|fantastisk..av.1|,|fantastisk..1:-1.000|,|,|,1.0,6,5,SP,1,egna meningar
133,",",MID,|,|,|,|,|,,7,5,IK,1,egna meningar
133,vi,PN.UTR.PLU.DEF.SUB,|vi|,|vi..pn.1|,|vi..1:-1.000|,|,|,,8,9,SS,1,egna meningar
133,hade,VB.PRT.AKT,|ha|,|ha..vb.1|,|ha..1:0.700|ha..3:0.300|,|,|,0.0,9,5,MS,1,egna meningar
133,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,10,11,AA,1,egna meningar
133,roligt,AB.POS,|rolig|,|rolig..av.1|,|rolig..1:-1.000|,|,|,1.0,11,12,AA,1,egna meningar
133,tillsammans,AB,|tillsammans|,|tillsammans..ab.1|,|tillsammans..1:-1.000|,|,|,,12,9,AA,1,egna meningar
133,.,MAD,|,|,|,|,|,,13,5,IP,1,egna meningar
134,Hittade,VB.PRT.AKT,|hitta|,|hitta..vb.1|,|hitta..1:-1.000|,|,|,0.0,1,0,ROOT,1,egna meningar
134,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,2,4,DT,1,egna meningar
134,ny,JJ.POS.UTR.SIN.IND.NOM,|ny|,|ny..av.1|,|ny..1:-1.000|,|,|,0.0,3,4,AT,1,egna meningar
134,bok,NN.UTR.SIN.IND.NOM,|bok|,|bok..nn.1|bok..nn.2|,|bok..1:0.975|bok..2:0.025|,|,|,0.0,4,1,OO,1,egna meningar
134,som,HP.-.-.-,|,|,|,|,|,,5,9,SS,1,egna meningar
134,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,6,8,SS,1,egna meningar
134,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,7,8,,1,egna meningar
134,kan,VB.PRS.AKT,|kunna|,|kunna..vb.1|,|kunna..2:0.314|kunna..1:0.294|kunna..3:0.242|kunna..4:0.149|,|,|,1.0,8,4,ET,1,egna meningar
134,sluta,VB.INF.AKT,|sluta|,|sluta..vb.1|sluta..vb.3|sluta..vb.2|,|sluta..5:0.469|sluta..1:0.383|sluta..2:0.071|sluta..3:0.038|sluta..4:0.038|,|,|,0.0,9,8,VG,1,egna meningar
134,läsa,VB.INF.AKT,|läsa|,|läsa..vb.1|,|läsa..1:0.954|läsa..2:0.046|,|lä..nn.1+säga..vb.1:7.108e-12|,|lä+sa|,0.0,10,9,CJ,1,egna meningar
134,",",MID,|,|,|,|,|,,11,1,IK,1,egna meningar
134,den,PN.UTR.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,12,13,SS,1,egna meningar
134,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,13,1,MS,1,egna meningar
134,helt,AB.POS,|hel|helt|,|hel..av.1|helt..ab.1|,|hel..1:0.776|hel..2:0.224|helt..1:0.000|,|,|,0.0,14,15,AA,1,egna meningar
134,underbar,JJ.POS.UTR.SIN.IND.NOM,|underbar|,|underbar..av.1|,|underbar..1:-1.000|,|,|,1.0,15,13,SP,1,egna meningar
134,.,MAD,|,|,|,|,|,,16,1,IP,1,egna meningar
135,Träningen,NN.UTR.SIN.DEF.NOM,|träning|,|träning..nn.1|,|träning..1:-1.000|,|träna..vb.1+in..ab.1+gen..nn.1:2.683e-29|,|trän+in+gen|,0.0,1,2,SS,1,egna meningar
135,gick,VB.PRT.AKT,|gå|,|gå..vb.1|,|gå..1:0.278|gå..4:0.178|gå..6:0.168|gå..7:0.159|gå..2:0.092|gå..10:0.028|gå..3:0.025|gå..5:0.021|gå..8:0.019|gå..11:0.018|gå..9:0.014|,|,|,0.0,2,0,ROOT,1,egna meningar
135,superbra,VB.INF.AKT,|,|,|,|,|,,3,2,VS,1,egna meningar
135,idag,AB,|idag|,|idag..ab.1|,|i_dag..1:-1.000|i_dag..2:-1.000|,|,|,,4,3,TA,1,egna meningar
135,",",MID,|,|,|,|,|,,5,2,IK,1,egna meningar
135,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,6,7,SS,1,egna meningar
135,känner,VB.PRS.AKT,|känna|känna sig|,|känna..vb.1|känna..vb.2|känna_sig..vbm.1|,|känna..2:0.679|känna..1:0.208|känna..4:0.085|känna..3:0.028|känna_sig..1:-1.000|,|,|,0.0,7,2,MS,1,egna meningar
135,mig,PN.UTR.SIN.DEF.OBJ,|jag|känna sig:07|,|jag..pn.1|känna_sig..vbm.1:07|,|jag..1:-1.000|känna_sig..1:07:-1.000|,|,|,,8,7,OO,1,egna meningar
135,stark,JJ.POS.UTR.SIN.IND.NOM,|stark|,|stark..av.1|,|stark..1:0.421|stark..4:0.284|stark..2:0.206|stark..5:0.061|stark..3:0.029|,|,|,1.0,9,10,CJ,1,egna meningar
135,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,10,7,OP,1,egna meningar
135,frisk,JJ.POS.UTR.SIN.IND.NOM,|frisk|,|frisk..av.1|,|frisk..1:0.862|frisk..2:0.109|frisk..3:0.030|,|,|,1.0,11,10,CJ,1,egna meningar
135,.,MAD,|,|,|,|,|,,12,2,IP,1,egna meningar
136,Fick,VB.PRT.AKT,|få|,|få..vb.1|,|få..1:0.890|få..3:0.110|,|,|,1.0,1,0,ROOT,1,egna meningar
136,ett,DT.NEU.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,2,4,DT,1,egna meningar
136,fint,JJ.POS.NEU.SIN.IND.NOM,|fin|,|fin..av.1|,|fin..2:0.597|fin..1:0.373|fin..3:0.030|,|,|,1.0,3,4,AT,1,egna meningar
136,meddelande,NN.NEU.SIN.IND.NOM,|meddelande|,|meddelande..nn.1|,|meddelande..1:-1.000|,|mede..nn.1+delande..nn.1:2.547e-21|,|med+delande|,0.0,4,1,OO,1,egna meningar
136,från,PP,|från|,|från..pp.1|,|från..1:-1.000|,|,|,,5,4,ET,1,egna meningar
136,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,6,7,DT,1,egna meningar
136,partner,NN.UTR.SIN.IND.NOM,|partner|,|partner..nn.1|,|partner..1:-1.000|,|,|,0.0,7,5,PA,1,egna meningar
136,",",MID,|,|,|,|,|,,8,1,IK,1,egna meningar
136,det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,9,10,SS,1,egna meningar
136,gjorde,VB.PRT.AKT,|göra|göra sig|,|göra..vb.1|göra_sig..vbm.1|,|göra..1:0.743|göra..3:0.155|göra..2:0.101|göra_sig..1:-1.000|göra_sig..2:-1.000|göra_sig..3:-1.000|,|,|,0.0,10,1,MS,1,egna meningar
136,mig,PN.UTR.SIN.DEF.OBJ,|jag|göra sig:10|,|jag..pn.1|göra_sig..vbm.1:10|,|jag..1:-1.000|göra_sig..1:10:-1.000|göra_sig..2:10:-1.000|göra_sig..3:10:-1.000|,|,|,,11,10,OO,1,egna meningar
136,varm,JJ.POS.UTR.SIN.IND.NOM,|varm|,|varm..av.1|,|varm..1:0.800|varm..2:0.200|,|,|,0.0,12,10,OP,1,egna meningar
136,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,13,10,RA,1,egna meningar
136,hjärtat,NN.NEU.SIN.DEF.NOM,|hjärta|,|hjärta..nn.1|,|hjärta..1:0.935|hjärta..2:0.065|,|,|,0.0,14,13,PA,1,egna meningar
136,.,MAD,|,|,|,|,|,,15,1,IP,1,egna meningar
137,Löste,VB.PRT.AKT,|lösa|,|lösa..vb.1|,|lösa..2:0.714|lösa..1:0.147|lösa..3:0.139|,|,|,1.0,1,0,ROOT,1,egna meningar
137,ett,DT.NEU.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,2,4,DT,1,egna meningar
137,svårt,JJ.POS.NEU.SIN.IND.NOM,|svår|,|svår..av.1|,|svår..1:0.890|svår..2:0.110|,|,|,-1.0,3,4,AT,1,egna meningar
137,problem,NN.NEU.SIN.IND.NOM,|problem|,|problem..nn.1|,|problem..1:-1.000|,|,|,-1.0,4,1,OO,1,egna meningar
137,på,PP,|på|,|på..pp.1|,|på..1:-1.000|,|,|,,5,4,ET,1,egna meningar
137,jobbet,NN.NEU.SIN.DEF.NOM,|jobb|,|jobb..nn.1|,|jobb..1:0.904|jobb..2:0.096|,|jobb..nn.1+bet..nn.1:9.515e-18|,|jobb+bet|,0.0,6,5,PA,1,egna meningar
137,",",MID,|,|,|,|,|,,7,1,IK,1,egna meningar
137,känns,VB.PRS.SFO,|känna|kännas|,|känna..vb.1|känna..vb.2|kännas..vb.1|,|kännas..1:0.731|känna..1:0.124|känna..2:0.100|känna..4:0.039|känna..3:0.005|,|,|,0.0,8,1,+F,1,egna meningar
137,skönt,AB.POS,|skön|,|skön..av.1|,|skön..2:0.681|skön..1:0.179|skön..4:0.140|,|,|,1.0,9,11,AA,1,egna meningar
137,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,10,8,OO,1,egna meningar
137,lyckas,VB.INF.SFO,|lyckas|,|lyckas..vb.1|,|lyckas..1:-1.000|,|,|,1.0,11,10,IF,1,egna meningar
137,.,MAD,|,|,|,|,|,,12,1,IP,1,egna meningar
138,Gjorde,VB.PRT.AKT,|göra|,|göra..vb.1|,|göra..1:0.758|göra..2:0.182|göra..3:0.061|,|,|,0.0,1,0,ROOT,1,egna meningar
138,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,2,4,DT,1,egna meningar
138,spontan,JJ.POS.UTR.SIN.IND.NOM,|spontan|,|spontan..av.1|spontan..av.2|,|spontan..1:0.999|spontan..2:0.001|,|,|,,3,4,AT,1,egna meningar
138,utflykt,NN.UTR.SIN.IND.NOM,|utflykt|,|utflykt..nn.1|,|utflykt..1:-1.000|,|ut..ab.1+flykt..nn.2:5.752e-10|ut..ab.1+flykt..nn.1:5.752e-10|,|ut+flykt|,,4,6,CJ,1,egna meningar
138,",",MID,|,|,|,|,|,,5,6,IK,1,egna meningar
138,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,6,1,SS,1,egna meningar
138,det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,7,6,CJ,1,egna meningar
138,blev,VB.PRT.AKT,|bli|,|bli..vb.1|,|bli..1:0.833|bli..2:0.167|,|,|,0.0,8,1,VG,1,egna meningar
138,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,9,11,DT,1,egna meningar
138,underbar,JJ.POS.UTR.SIN.IND.NOM,|underbar|,|underbar..av.1|,|underbar..1:-1.000|,|,|,1.0,10,11,AT,1,egna meningar
138,dag,NN.UTR.SIN.IND.NOM,|dag|,|dag..nn.1|,|dag..1:0.877|dag..2:0.123|,|,|,0.0,11,8,SP,1,egna meningar
138,.,MAD,|,|,|,|,|,,12,1,IP,1,egna meningar
139,Lärde,VB.PRT.AKT,|lära|lära sig|,|lära..vb.1|lära_sig..vbm.1|,|lära..3:0.815|lära..1:0.185|lära_sig..1:-1.000|,|,|,0.0,1,0,ROOT,1,egna meningar
139,mig,PN.UTR.SIN.DEF.OBJ,|jag|lära sig:01|,|jag..pn.1|lära_sig..vbm.1:01|,|jag..1:-1.000|lära_sig..1:01:-1.000|,|,|,,2,1,SS,1,egna meningar
139,något,DT.NEU.SIN.IND,|någon|,|någon..pn.1|,|någon..1:-1.000|,|,|,,3,4,DT,1,egna meningar
139,nytt,JJ.POS.NEU.SIN.IND.NOM,|ny|,|ny..av.1|,|ny..1:-1.000|,|,|,0.0,4,7,SS,1,egna meningar
139,idag,AB,|idag|,|idag..ab.1|,|i_dag..1:-1.000|i_dag..2:-1.000|,|,|,,5,4,TA,1,egna meningar
139,",",MID,|,|,|,|,|,,6,4,IK,1,egna meningar
139,känns,VB.PRS.SFO,|känna|kännas|,|känna..vb.1|känna..vb.2|kännas..vb.1|,|kännas..1:0.454|känna..2:0.397|känna..1:0.104|känna..4:0.042|känna..3:0.004|,|,|,0.0,7,1,OO,1,egna meningar
139,alltid,AB,|alltid|,|alltid..ab.1|,|alltid..1:-1.000|,|,|,,8,7,TA,1,egna meningar
139,bra,AB.POS,|bra|,|bra..ab.1|bra..ab.2|bra..av.1|,|bra..1:0.763|bra..3:0.176|bra..2:0.045|bra..5:0.016|,|,|,,9,7,CA,1,egna meningar
139,att,IE,|att|,|att..sn.1|,|att..1:-1.000|,|,|,,10,11,SS,1,egna meningar
139,utvecklas,VB.INF.SFO,|utveckla|utvecklas|,|utveckla..vb.1|utvecklas..vb.1|,|utvecklas..1:0.679|utveckla..1:0.321|,|ut..ab.1+veckla..vb.1:3.165e-11|ut..ab.1+vecka..nn.1+lägga..vb.1:1.615e-18|ut..ab.1+veck..nn.1+lägga..vb.1:1.615e-18|ut..ab.1+vecka..vb.1+lägga..vb.1:1.091e-29|,|ut+vecklas|ut+veck+las|,0.0,11,7,OO,1,egna meningar
139,.,MAD,|,|,|,|,|,,12,1,IP,1,egna meningar
140,Tacksam,JJ.POS.UTR.SIN.IND.NOM,|tacksam|,|tacksam..av.1|,|tacksam..1:0.977|tacksam..2:0.023|,|,|,1.0,1,8,AT,1,egna meningar
140,för,PP,|för|,|för..pp.1|,|för..1:-1.000|för..5:-1.000|för..6:-1.000|för..7:-1.000|för..9:-1.000|,|,|,,2,1,OA,1,egna meningar
140,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,3,4,DT,1,egna meningar
140,hälsa,NN.UTR.SIN.IND.NOM,|hälsa|,|hälsa..nn.1|,|hälsa..2:-1.000|,|,|,1.0,4,2,PA,1,egna meningar
140,",",MID,|,|,|,|,|,,5,1,IK,1,egna meningar
140,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,6,7,DT,1,egna meningar
140,familj,NN.UTR.SIN.IND.NOM,|familj|,|familj..nn.1|,|familj..1:0.998|familj..2:0.002|,|,|,0.0,7,8,CJ,1,egna meningar
140,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,8,0,ROOT,1,egna meningar
140,mina,PS.UTR+NEU.PLU.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,9,10,DT,1,egna meningar
140,vänner,NN.UTR.PLU.IND.NOM,|vän|,|vän..nn.1|,|vän..1:-1.000|,|,|,1.0,10,8,CJ,1,egna meningar
140,.,MAD,|,|,|,|,|,,11,8,IP,1,egna meningar
141,Solen,NN.UTR.SIN.DEF.NOM,|sol|,|sol..nn.1|sol..nn.2|,|solen..1:0.820|sol..1:0.105|sol..3:0.072|sol..2:0.003|,|so..nn.1+l..nn.1:2.951e-27|,|so+len|,0.0,1,2,SS,1,egna meningar
141,skiner,VB.PRS.AKT,|skina|,|skina..vb.1|,|skina..1:-1.000|,|,|,0.0,2,5,MS,1,egna meningar
141,idag,AB,|idag|,|idag..ab.1|,|i_dag..1:-1.000|i_dag..2:-1.000|,|,|,,3,2,TA,1,egna meningar
141,",",MID,|,|,|,|,|,,4,5,IK,1,egna meningar
141,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,5,0,ROOT,1,egna meningar
141,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,6,7,SS,1,egna meningar
141,känner,VB.PRS.AKT,|känna|känna sig|,|känna..vb.1|känna..vb.2|känna_sig..vbm.1|,|känna..1:0.480|känna..2:0.378|känna..4:0.109|känna..3:0.034|känna_sig..1:-1.000|,|,|,0.0,7,5,MS,1,egna meningar
141,mig,PN.UTR.SIN.DEF.OBJ,|jag|känna sig:07|,|jag..pn.1|känna_sig..vbm.1:07|,|jag..1:-1.000|känna_sig..1:07:-1.000|,|,|,,8,7,OO,1,egna meningar
141,full,JJ.POS.UTR.SIN.IND.NOM,|full|,|full..av.1|,|full..1:0.961|full..2:0.039|,|,|,0.0,9,7,OP,1,egna meningar
141,av,PP,|av|,|av..pp.1|,|av..1:-1.000|,|,|,,10,7,AG,1,egna meningar
141,energi,NN.UTR.SIN.IND.NOM,|energi|,|energi..nn.1|,|energi..1:-1.000|,|,|,0.0,11,10,PA,1,egna meningar
141,.,MAD,|,|,|,|,|,,12,5,IP,1,egna meningar
142,Jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,1,2,SS,1,egna meningar
142,fick,VB.PRT.AKT,|få|,|få..vb.1|,|få..1:0.892|få..3:0.108|,|,|,1.0,2,7,MS,1,egna meningar
142,ett,DT.NEU.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,3,5,DT,1,egna meningar
142,nytt,JJ.POS.NEU.SIN.IND.NOM,|ny|,|ny..av.1|,|ny..1:-1.000|,|,|,0.0,4,5,AT,1,egna meningar
142,jobb,NN.NEU.SIN.IND.NOM,|jobb|,|jobb..nn.1|,|jobb..1:0.934|jobb..2:0.066|,|,|,0.0,5,2,OO,1,egna meningar
142,",",MID,|,|,|,|,|,,6,7,IK,1,egna meningar
142,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,7,0,ROOT,1,egna meningar
142,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,8,9,SS,1,egna meningar
142,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,9,7,MS,1,egna meningar
142,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,10,11,AA,1,egna meningar
142,glad,JJ.POS.UTR.SIN.IND.NOM,|glad|,|glad..av.1|,|glad..1:-1.000|,|,|,1.0,11,9,SP,1,egna meningar
142,över,PP,|över|,|över..pp.1|,|över..1:-1.000|över..2:-1.000|,|,|,,12,9,TA,1,egna meningar
142,möjligheten,NN.UTR.SIN.DEF.NOM,|möjlighet|,|möjlighet..nn.1|,|möjlighet..1:-1.000|,|,|,1.0,13,12,HD,1,egna meningar
142,.,MAD,|,|,|,|,|,,14,7,IP,1,egna meningar
143,Middagen,NN.UTR.SIN.DEF.NOM,|middag|,|middag..nn.1|,|middag..1:0.952|middag..2:0.048|,|,|,,1,5,SS,1,egna meningar
143,med,PP,|med|,|med..pp.1|,|med..1:-1.000|med..2:-1.000|,|,|,,2,1,ET,1,egna meningar
143,mina,PS.UTR+NEU.PLU.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,3,4,DT,1,egna meningar
143,vänner,NN.UTR.PLU.IND.NOM,|vän|,|vän..nn.1|,|vän..1:-1.000|,|,|,1.0,4,2,PA,1,egna meningar
143,var,VB.PRT.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,5,0,ROOT,1,egna meningar
143,fantastisk,JJ.POS.UTR.SIN.IND.NOM,|fantastisk|,|fantastisk..av.1|,|fantastisk..1:-1.000|,|,|,1.0,6,5,SP,1,egna meningar
143,",",MID,|,|,|,|,|,,7,5,IK,1,egna meningar
143,vi,PN.UTR.PLU.DEF.SUB,|vi|,|vi..pn.1|,|vi..1:-1.000|,|,|,,8,9,SS,1,egna meningar
143,hade,VB.PRT.AKT,|ha|,|ha..vb.1|,|ha..1:0.700|ha..3:0.300|,|,|,0.0,9,5,MS,1,egna meningar
143,så,AB,|så|,|så..ab.1|,|så..1:-1.000|,|,|,,10,11,AA,1,egna meningar
143,roligt,AB.POS,|rolig|,|rolig..av.1|,|rolig..1:-1.000|,|,|,1.0,11,12,AA,1,egna meningar
143,tillsammans,AB,|tillsammans|,|tillsammans..ab.1|,|tillsammans..1:-1.000|,|,|,,12,9,AA,1,egna meningar
143,.,MAD,|,|,|,|,|,,13,5,IP,1,egna meningar
144,Hittade,VB.PRT.AKT,|hitta|,|hitta..vb.1|,|hitta..1:-1.000|,|,|,0.0,1,0,ROOT,1,egna meningar
144,en,DT.UTR.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,2,4,DT,1,egna meningar
144,ny,JJ.POS.UTR.SIN.IND.NOM,|ny|,|ny..av.1|,|ny..1:-1.000|,|,|,0.0,3,4,AT,1,egna meningar
144,bok,NN.UTR.SIN.IND.NOM,|bok|,|bok..nn.1|bok..nn.2|,|bok..1:0.975|bok..2:0.025|,|,|,0.0,4,1,OO,1,egna meningar
144,som,HP.-.-.-,|,|,|,|,|,,5,9,SS,1,egna meningar
144,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,6,8,SS,1,egna meningar
144,inte,AB,|inte|,|inte..ab.1|,|inte..1:-1.000|,|,|,,7,8,,1,egna meningar
144,kan,VB.PRS.AKT,|kunna|,|kunna..vb.1|,|kunna..2:0.314|kunna..1:0.294|kunna..3:0.242|kunna..4:0.149|,|,|,1.0,8,4,ET,1,egna meningar
144,sluta,VB.INF.AKT,|sluta|,|sluta..vb.1|sluta..vb.3|sluta..vb.2|,|sluta..5:0.469|sluta..1:0.383|sluta..2:0.071|sluta..3:0.038|sluta..4:0.038|,|,|,0.0,9,8,VG,1,egna meningar
144,läsa,VB.INF.AKT,|läsa|,|läsa..vb.1|,|läsa..1:0.954|läsa..2:0.046|,|lä..nn.1+säga..vb.1:7.108e-12|,|lä+sa|,0.0,10,9,CJ,1,egna meningar
144,",",MID,|,|,|,|,|,,11,1,IK,1,egna meningar
144,den,PN.UTR.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,12,13,SS,1,egna meningar
144,är,VB.PRS.AKT,|vara|,|vara..vb.1|,|vara..1:-1.000|,|,|,0.0,13,1,MS,1,egna meningar
144,helt,AB.POS,|hel|helt|,|hel..av.1|helt..ab.1|,|hel..1:0.776|hel..2:0.224|helt..1:0.000|,|,|,0.0,14,15,AA,1,egna meningar
144,underbar,JJ.POS.UTR.SIN.IND.NOM,|underbar|,|underbar..av.1|,|underbar..1:-1.000|,|,|,1.0,15,13,SP,1,egna meningar
144,.,MAD,|,|,|,|,|,,16,1,IP,1,egna meningar
145,Träningen,NN.UTR.SIN.DEF.NOM,|träning|,|träning..nn.1|,|träning..1:-1.000|,|träna..vb.1+in..ab.1+gen..nn.1:2.683e-29|,|trän+in+gen|,0.0,1,2,SS,1,egna meningar
145,gick,VB.PRT.AKT,|gå|,|gå..vb.1|,|gå..1:0.278|gå..4:0.178|gå..6:0.168|gå..7:0.159|gå..2:0.092|gå..10:0.028|gå..3:0.025|gå..5:0.021|gå..8:0.019|gå..11:0.018|gå..9:0.014|,|,|,0.0,2,0,ROOT,1,egna meningar
145,superbra,VB.INF.AKT,|,|,|,|,|,,3,2,VS,1,egna meningar
145,idag,AB,|idag|,|idag..ab.1|,|i_dag..1:-1.000|i_dag..2:-1.000|,|,|,,4,3,TA,1,egna meningar
145,",",MID,|,|,|,|,|,,5,2,IK,1,egna meningar
145,jag,PN.UTR.SIN.DEF.SUB,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,6,7,SS,1,egna meningar
145,känner,VB.PRS.AKT,|känna|känna sig|,|känna..vb.1|känna..vb.2|känna_sig..vbm.1|,|känna..2:0.679|känna..1:0.208|känna..4:0.085|känna..3:0.028|känna_sig..1:-1.000|,|,|,0.0,7,2,MS,1,egna meningar
145,mig,PN.UTR.SIN.DEF.OBJ,|jag|känna sig:07|,|jag..pn.1|känna_sig..vbm.1:07|,|jag..1:-1.000|känna_sig..1:07:-1.000|,|,|,,8,7,OO,1,egna meningar
145,stark,JJ.POS.UTR.SIN.IND.NOM,|stark|,|stark..av.1|,|stark..1:0.421|stark..4:0.284|stark..2:0.206|stark..5:0.061|stark..3:0.029|,|,|,1.0,9,10,CJ,1,egna meningar
145,och,KN,|och|,|och..kn.1|,|och..1:-1.000|,|,|,,10,7,OP,1,egna meningar
145,frisk,JJ.POS.UTR.SIN.IND.NOM,|frisk|,|frisk..av.1|,|frisk..1:0.862|frisk..2:0.109|frisk..3:0.030|,|,|,1.0,11,10,CJ,1,egna meningar
145,.,MAD,|,|,|,|,|,,12,2,IP,1,egna meningar
146,Fick,VB.PRT.AKT,|få|,|få..vb.1|,|få..1:0.890|få..3:0.110|,|,|,1.0,1,0,ROOT,1,egna meningar
146,ett,DT.NEU.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,2,4,DT,1,egna meningar
146,fint,JJ.POS.NEU.SIN.IND.NOM,|fin|,|fin..av.1|,|fin..2:0.597|fin..1:0.373|fin..3:0.030|,|,|,1.0,3,4,AT,1,egna meningar
146,meddelande,NN.NEU.SIN.IND.NOM,|meddelande|,|meddelande..nn.1|,|meddelande..1:-1.000|,|mede..nn.1+delande..nn.1:2.547e-21|,|med+delande|,0.0,4,1,OO,1,egna meningar
146,från,PP,|från|,|från..pp.1|,|från..1:-1.000|,|,|,,5,4,ET,1,egna meningar
146,min,PS.UTR.SIN.DEF,|jag|,|jag..pn.1|,|jag..1:-1.000|,|,|,,6,7,DT,1,egna meningar
146,partner,NN.UTR.SIN.IND.NOM,|partner|,|partner..nn.1|,|partner..1:-1.000|,|,|,0.0,7,5,PA,1,egna meningar
146,",",MID,|,|,|,|,|,,8,1,IK,1,egna meningar
146,det,PN.NEU.SIN.DEF.SUB+OBJ,|den|,|den..pn.1|,|den..2:-1.000|,|,|,,9,10,SS,1,egna meningar
146,gjorde,VB.PRT.AKT,|göra|göra sig|,|göra..vb.1|göra_sig..vbm.1|,|göra..1:0.743|göra..3:0.155|göra..2:0.101|göra_sig..1:-1.000|göra_sig..2:-1.000|göra_sig..3:-1.000|,|,|,0.0,10,1,MS,1,egna meningar
146,mig,PN.UTR.SIN.DEF.OBJ,|jag|göra sig:10|,|jag..pn.1|göra_sig..vbm.1:10|,|jag..1:-1.000|göra_sig..1:10:-1.000|göra_sig..2:10:-1.000|göra_sig..3:10:-1.000|,|,|,,11,10,OO,1,egna meningar
146,varm,JJ.POS.UTR.SIN.IND.NOM,|varm|,|varm..av.1|,|varm..1:0.800|varm..2:0.200|,|,|,0.0,12,10,OP,1,egna meningar
146,i,PP,|i|,|i..pp.1|,|i..2:-1.000|,|,|,,13,10,RA,1,egna meningar
146,hjärtat,NN.NEU.SIN.DEF.NOM,|hjärta|,|hjärta..nn.1|,|hjärta..1:0.935|hjärta..2:0.065|,|,|,0.0,14,13,PA,1,egna meningar
146,.,MAD,|,|,|,|,|,,15,1,IP,1,egna meningar
147,Löste,VB.PRT.AKT,|lösa|,|lösa..vb.1|,|lösa..2:0.714|lösa..1:0.147|lösa..3:0.139|,|,|,1.0,1,0,ROOT,1,egna meningar
147,ett,DT.NEU.SIN.IND,|en|,|en..al.1|,|den..1:-1.000|en..2:-1.000|,|,|,,2,4,DT,1,egna meningar
